src,dst,relationship,cost
Koevering,Poortvliet,EROAD,356
Koevering,Starting,EROAD,323
Koks,Holkerveen,EROAD,115
Koningshoeven,Weerdinge,EROAD,123
Kooldert,Wadwerd,EROAD,257
"Koolwijk, North Brabant",Beemdkant,EROAD,158
Korn,Scharl,EROAD,384
Kouwenberg,Voskuil,EROAD,265
Kraanmeer,Besthmen,EROAD,86
Kraanven,Kandelaar,EROAD,276
Kranenbroek,Chaamdijk,EROAD,373
Kreek,Ouwster-Nijega,EROAD,309
Kreiel,Nederweert,EROAD,279
Kreijl,Oud-Milligen,EROAD,242
Kreitsberg,De Rijp,EROAD,132
Kremselen,Garijp ,EROAD,133
Krolhoek,Ezinge,EROAD,261
Kruisland,Leijenbroek,EROAD,115
Kruisschot,Lingsfort,EROAD,279
Kruisschot,Zuideinde,EROAD,66
Kruisstraat,Groeningen,EROAD,113
Kruisstraat,Woudenberg,EROAD,293
Kruisstraat,Kortenhoef,EROAD,342
Kuiksche Heide,Vink,EROAD,258
Kuikseind,Kleine Gaastmeer,EROAD,154
Kuilenrode,Raam,EROAD,121
Kuivezand,Valentijn,EROAD,318
Kulert,Westeremder Voorwerk,EROAD,373
Kuundert,Maasdijk,EROAD,39
Kwaalburg,Workum,EROAD,47
Kwartier,Gellicum,EROAD,143
Laageind,Overakker,EROAD,155
Laag-Heukelom,Groot-Genhout,EROAD,156
Laag Spul,Brongerga,EROAD,320
Laagstraat,Soeterbeek,EROAD,267
Laar,Brakel,EROAD,91
Laar,De Bult,EROAD,396
Laar,Denemarken,EROAD,218
Laar,Rasquert,EROAD,77
Laarbroek,Meerven,EROAD,200
Lage Aard,Doniaburen,EROAD,334
Lage Berkt,'t Noorden,EROAD,97
Lagebiezen,Luxwoude,EROAD,388
Lageheide,Velmolen,EROAD,399
Lagekant,Geersdijk,EROAD,284
Lage Mierde,Rhenen,EROAD,72
Lagenheuvel,Den Hout,EROAD,60
Lage Wijst,Schaveren,EROAD,118
Lage Zwaluwe,Croy,EROAD,121
L'Air Pur,Gaete,EROAD,45
Lamperen,Ell,EROAD,184
Landhorst,Irnsum ,EROAD,31
Landorp,Nieuw-Lotbroek,EROAD,72
Land van Kleef,Millingen aan de Rijn,EROAD,279
Langenberg,Overlangbroek,EROAD,337
Langenboom,De Kolk (Sneek),EROAD,293
Langendijk,Het Vels,EROAD,44
Langereit,Weustenrade,EROAD,59
Langeschouw,Welsum,EROAD,384
Langeweg,Haring,EROAD,205
Langlaar,Nootdorp,EROAD,112
Lankes,Peperga,EROAD,252
Ledeacker,Houtigehage,EROAD,181
Leemberg,Eursing,EROAD,196
Leende,Wierhuizen,EROAD,72
Leenderstrijp,Kolhorn,EROAD,170
Leensel,Bovenkerk,EROAD,313
Leg,Vlotbrug [nl],EROAD,357
Lennisheuvel,Hedel,EROAD,127
Lepelstraat,Spijk,EROAD,298
Leurke,Keinsmerbrug,EROAD,84
Liefkenshoek,Vledderveen,EROAD,228
Liempde,Oudkerk,EROAD,55
Lierop,Varsselder,EROAD,275
Lies,Het Stift,EROAD,178
Lieseind,Ellersinghuizen,EROAD,324
Lieshout,Garsthuizen,EROAD,351
Liessel,Britsum,EROAD,196
Lieveld,Poeldonk,EROAD,187
Lijndonk,Spoorbuurt,EROAD,205
Linden,Wormerveer,EROAD,146
Lith,Bisschopswetering,EROAD,285
Lithoijen,Leegte,EROAD,61
Locht,Werkendam,EROAD,171
Lochtenburg,De Laren,EROAD,170
Loeswijk,Bemmel,EROAD,27
Loo,De Nes,EROAD,142
Loo,Hooidonk,EROAD,361
Loo,Broekkant,EROAD,126
Looieind,Lindenheuvel,EROAD,233
Looienhoek,'s-Molenaarsbuurt,EROAD,261
Loon,Hoogerheide,EROAD,310
Looneind,Kortwoude,EROAD,111
Loon op Zand,Enspijk,EROAD,312
Loonse Hoek,Hegge,EROAD,236
Loons Hoekje,Kleinder-Liempde,EROAD,271
Loosbroek,Nooitgedacht,EROAD,304
Loveren,Moesdijk,EROAD,131
Loveren,Wahlwiller,EROAD,231
Loveren,Sint Janskerkhof,EROAD,244
Luchen,Dongjum,EROAD,296
Luissel,Bladel,EROAD,294
Luitert,Deinum,EROAD,128
Luyksgestel,Grazen,EROAD,73
Maaijkant,Oostmijzen,EROAD,236
Maalbergen,Kolderwolde,EROAD,183
Maarheeze,Aaldonk,EROAD,364
Maashees,De Lent,EROAD,307
Maaskant,Liessel,EROAD,92
Maaskantje,Schenkeldijk,EROAD,270
Maatsehei,Heemskerk,EROAD,378
Macharen,Welsum,EROAD,245
Made,Nieuw-Dijk,EROAD,319
Maren,Groenlo,EROAD,167
Maren-Kessel,Gawege,EROAD,204
Mariaheide,Kruisberg,EROAD,118
Mariahout,Kuilenrode,EROAD,56
Mathijseind,Oudeschoot,EROAD,310
Medevoort,Wartena,EROAD,366
Meemortel,Notter,EROAD,157
Meer,Zurich,EROAD,44
Meeren,Woerden,EROAD,185
Meerven,Welberg,EROAD,87
Meeuwen,Warmond,EROAD,375
Megen,Meedhuizen,EROAD,303
Meijldoorn,Bruggerhuizen,EROAD,93
Meijsberg,Korhorn,EROAD,369
Menzel,Maagd van Gent,EROAD,184
Merlenberg,Elsloo,EROAD,73
Midbuul,Ransdaal,EROAD,206
Middelbeers,Olden Eibergen,EROAD,33
Middelrode,Het Jachtveld,EROAD,356
Mierlo,Draaibrug,EROAD,123
Milheeze,Achterberg,EROAD,119
Mill,Huls,EROAD,78
Milschot,Krachtighuizen,EROAD,153
Mispeleind,Winschoterhoogebrug,EROAD,215
Moerdijk,Mierlo,EROAD,112
Moeren,Sint Philipsland,EROAD,115
Moerenbrug,Isabellahaven,EROAD,129
Moergestel,Keuter,EROAD,367
Moerstraten,Overschild,EROAD,245
Moleneind,Keunenhoek,EROAD,272
Moleneind,Oostwold,EROAD,34
Moleneind,Kriel,EROAD,322
Molengat,Doeveren,EROAD,233
Molenhof,Balkbrug,EROAD,219
Molenschot,Helling,EROAD,344
Molenstraat,Terziet,EROAD,155
Molenstraat,Oud-Reemst,EROAD,323
Molenveld,Aalden,EROAD,370
Molenwijk,Bornwirdhuizen,EROAD,23
Moorsel,Offingawier,EROAD,221
Morsche Hoef,Mossel,EROAD,84
Mosbulten,'t Woud,EROAD,103
Mosik,Sprundel,EROAD,309
Mostheuvel,Land van Kleef,EROAD,383
Muggenberg,Grouw ,EROAD,396
Muggenhol,Het Ven,EROAD,239
Muggenhool,Belt,EROAD,129
Muizenhol,Wildenbach,EROAD,295
Mun,Terstraten,EROAD,213
Munnekens-Vinkel,Brakel,EROAD,26
Munnikenheide,Groote Bottel,EROAD,289
Nabbegat,Schafelt,EROAD,358
Nederheide,Oosterzee,EROAD,386
Nederwetten,Nederhemert,EROAD,183
Neerbroek,Borgweg,EROAD,204
Neerkant,Broek-Noord,EROAD,266
Neerlangel,Hasjesstraat,EROAD,200
Neerloon,IJmuiden,EROAD,175
Neerstraat,Quirijnstok,EROAD,205
Nergena,Spijkerboor,EROAD,312
Nerhoven,Viel,EROAD,166
Netersel,Schuddebeurs,EROAD,240
Niemeskant,Oud-Diemen,EROAD,224
Nieuw Acht,Visdonk,EROAD,328
Nieuwe Dijk,Vijfhuizen,EROAD,324
Nieuwemolen,Balinge,EROAD,346
Nieuwe Molen,Lobith,EROAD,143
Nieuwenberg,Klaaswaal,EROAD,151
Nieuwendijk,Rozenburg,EROAD,160
Nieuwe Strumpt,De Bocht,EROAD,326
Nieuw-Gassel,'t Zand,EROAD,76
Nieuwkerk,Lienden,EROAD,70
Nieuwkuijk,Hollands Kroon,EROAD,351
Nieuw-Vossemeer,Winterswijk,EROAD,280
Nijhoven,Koningsbuurt,EROAD,80
Nijnsel,Kloosterburen,EROAD,33
Nijvelaar,Musselkanaal,EROAD,114
Nispen,De Cocksdorp,EROAD,239
Nispense Achterhoek,Dorst,EROAD,285
Nistelrode,Blauw,EROAD,128
Noenes,Nummer Een,EROAD,267
Noord,Oudelande,EROAD,354
Noordhoek,Katerveer,EROAD,66
Noordhoek,Wollinghuizen,EROAD,383
Noordkant,Haps,EROAD,206
Noordschans,Koevering,EROAD,91
Notendaal,Elst,EROAD,81
Notsel,Steenovens,EROAD,106
Nuenen,Echten,EROAD,395
Nuijeneind,Heksenberg,EROAD,119
Nuland,Anholt,EROAD,231
Odiliapeel,Bennebroek,EROAD,30
Oeffelt,De Laar,EROAD,260
Oeijenbraak,De Weere,EROAD,128
Oekel,Anneville,EROAD,369
Oetelaar,Jonkersland ,EROAD,254
Oijen,Tegelen,EROAD,240
Oirschot,Blankenham,EROAD,136
Oisterwijk,Slikkendam,EROAD,96
Oisterwijkse Hoeven,Wjelsryp,EROAD,38
Olen,Hopel,EROAD,393
Olland,Harles,EROAD,51
Ommel,Egmond aan Zee,EROAD,210
Onsenoort,Sluis Zeven,EROAD,176
Oostappen,De Birkt,EROAD,389
Oosteind,Vrusschemig,EROAD,119
Oostelbeers,Luttenberg,EROAD,223
Oosterens,Loeswijk,EROAD,249
Oosterhout,Oranjewoud,EROAD,316
Oosterik,Oudorp,EROAD,237
Oostlaar,De Jouwer,EROAD,249
Op den Bosch,Wijchen,EROAD,214
Oploo,Broek,EROAD,290
Opwetten,Ittervoort,EROAD,262
Oranjeoord,Adorp,EROAD,254
Oss,Geeneind,EROAD,108
Ossendrecht,Gietersebrug,EROAD,35
Ostaaijen,Wilp,EROAD,101
Otterdijk,Oosternijkerk,EROAD,345
Oud-Drimmelen,Ovezande,EROAD,196
Oudemolen,'t Bergje,EROAD,189
Oude Molen,Rott,EROAD,391
Oud-Empel,Groenendijk,EROAD,228
Oudenbosch,Spaarnwoude,EROAD,90
Oudendijk,Hoek,EROAD,371
Oudenmolen,Quatre Bras,EROAD,20
Oude Strumpt,Rullen,EROAD,247
Oude Waranda,Kortenhoeven,EROAD,231
Oud Gastel,Gijzenrooi,EROAD,206
Oud-Heusden,De Heuvels,EROAD,217
Oventje,Nieuwkoop,EROAD,286
Overa,Munnekebaayum,EROAD,315
Overakker,Nes,EROAD,302
Overberg,Bandsloot,EROAD,374
Overbrug,Delfstrahuizen,EROAD,224
Overlangel,Schellinkhout,EROAD,256
Overloon,Wieringerwaard,EROAD,243
Overschot,Fort De Schans,EROAD,171
Pandelaarse Kampen,Lieseind,EROAD,112
Pandgat,De Rijtjes,EROAD,357
Pannenschop,De Weel,EROAD,135
Papenvoort,Holthuizen,EROAD,114
Park,Janssenstichting,EROAD,231
Peeldijk,Mortel,EROAD,372
Peelkant,Grijzegrubben,EROAD,99
Peelsehuis,Noord-Scharwoude,EROAD,85
Peelstraat,Bobeldijk,EROAD,376
Peelstraat,Sluipwijk,EROAD,232
Peerenboom,Zuidwolde,EROAD,128
Pelikaan,Groot-Welsden,EROAD,115
Plaatsluis,Kwadijk,EROAD,250
Plantage Centrum,Eperheide,EROAD,335
Plein,Hattemerbroek,EROAD,335
Plein,De Kievit,EROAD,323
Poeldonk,Uithoorn,EROAD,249
Polsdonken,Overa,EROAD,384
Prinsenbeek,Bazuin,EROAD,289
Putselaar,Lent,EROAD,201
Putte,Rijswijk,EROAD,227
Quirijnstok,Zuiderrot,EROAD,145
Raakeind,Castricum,EROAD,319
Raam,Veers,EROAD,319
Raamberg,Heikant,EROAD,126
Raamsdonk,Boelenslaan,EROAD,356
Raamsdonksveer,Wilhelminadorp,EROAD,158
Rakens,Rha,EROAD,226
Rakt,Cornjum,EROAD,282
Ravensgat,Eschoten,EROAD,341
Ravenstein,Covik,EROAD,172
Reek,Smitzerveld,EROAD,277
Ren,Biezenheuvel,EROAD,126
Reth,Dorp,EROAD,282
Reusel,Huize Padua,EROAD,398
Reuth,Ommel,EROAD,134
Riel,Oudega,EROAD,312
Riel,Hilleshagen,EROAD,60
Riethoven,De Maten,EROAD,35
Rietven,Gieten,EROAD,99
Rietven,Wassenaar,EROAD,311
Rijen,Oldenzijl,EROAD,399
Rijkerbeek,Ellemeet,EROAD,335
Rijkevoort,Toterfout,EROAD,86
Rijpelberg,Gendijk,EROAD,30
Rijsbergen,Zuidschermer,EROAD,39
Rijswijk,Bargebek,EROAD,42
Rijt,Oldebroek,EROAD,322
Rinkveld,Harreveld,EROAD,310
Rith,Plantage Centrum,EROAD,199
Rondveld,Klein Haasdal,EROAD,48
Roond,Hippolytushoef,EROAD,353
Roosberg,Hoogcasteren,EROAD,29
Roosendaal,Ter Wisch,EROAD,116
Rootvlaas,Veldhoek,EROAD,290
Roovert,Diffelen,EROAD,347
Rosmalen,Zuid-Scharwoude,EROAD,340
Rucphen,Sprong,EROAD,368
Rugdijk,Moershoofde,EROAD,307
Ruimel,Kerkrade,EROAD,271
Rukven,Dalfsen,EROAD,285
Rul,Onder de Molen,EROAD,249
Rullen,Munstergeleen,EROAD,290
Rusven,Aalzum,EROAD,268
Sambeek,De Blesse,EROAD,333
Schadewijk,Hogebeintum ,EROAD,91
Schadron,Oudehorne,EROAD,79
Schafferden,Renselaar,EROAD,337
Schaft,Valthermond,EROAD,67
Schaijk,Minkeloos,EROAD,198
Schaluinen,Zevenhutten,EROAD,310
Schans,Heijningen,EROAD,320
Schans,Ruischerbrug,EROAD,46
Schans,Lammerburen,EROAD,348
Scheepstal,Overwater,EROAD,163
Schelm,Middelveen,EROAD,230
Scherpenering,Hushoven,EROAD,278
Schijf,Magrette,EROAD,123
Schijndel,Asperen,EROAD,139
Schoelieberg,Hoetmansmeer,EROAD,335
Schoor,Vianen,EROAD,318
Schoordijk,Sint Maartensbrug,EROAD,99
Schoorstraat,Osdorp,EROAD,338
Schoot,Nij Beets,EROAD,306
Schorvert,Nieuw- en Winnerstraat,EROAD,63
Schotsheuvel,Op de Hoven,EROAD,83
Schouw,Stein,EROAD,81
Schutsboom,Poppendamme,EROAD,78
Selissen,Maaldrift,EROAD,93
Sengelsbroek,Hoeve,EROAD,199
Seters,Schaarsbergen,EROAD,137
's Gravenmoer,Nuis,EROAD,137
's-Hertogenbosch,Kedichem,EROAD,303
Sint Agatha,Middenvaart,EROAD,95
Sint Anthonis,Castelré,EROAD,224
Sint Hubert,Zijpe,EROAD,124
Sint-Michielsgestel,Wehe-Den Hoorn,EROAD,284
Sint-Oedenrode,Houten,EROAD,308
Sint Willebrord,Nieuweschans,EROAD,356
Slabroek,Jislum,EROAD,176
Sleeuwijk,Boven Pekela,EROAD,207
Sliffert,Hoog-Keppel,EROAD,221
Slikkenburg,Bakkerom,EROAD,173
Sloot,Linde,EROAD,50
Sluis Dertien,Moleneind,EROAD,139
Sneidershoek,Ten Post,EROAD,164
Snijders-Chaam,IJpelaar,EROAD,34
Soerendonk,Lemele,EROAD,273
Someren,Gietelo,EROAD,113
Someren-Eind,De Schans,EROAD,85
Someren-Heide,Koudehuizum,EROAD,298
Son,Houtdijken,EROAD,386
Sonniuswijk,Vegelinsoord,EROAD,306
Spaanrijt,Stolwijk,EROAD,91
Spaansehoek,Klein Wieren,EROAD,77
Spekklef,Nijensleek,EROAD,194
Spekt,Radio Kootwijk,EROAD,36
Spijk,De Pas,EROAD,149
Spijkert,Lauderzwarteveen,EROAD,384
Spinolaberg,Hoefkens,EROAD,150
Spoordonk,Elsenerbroek,EROAD,342
Sprang-Capelle,Mariënvelde,EROAD,344
Sprangsevaart,Haamstede,EROAD,394
Sprokkelbosch,Tjaard,EROAD,49
Sprundel,De Kooi,EROAD,43
Stabrecht,Kokkelert,EROAD,174
Stadse Dijk,Oud-Alblas,EROAD,148
Stad van Gerwen,Op de Bos,EROAD,235
Stampersgat,Bunnik,EROAD,245
Standdaarbuiten,Driebergen,EROAD,372
Startwijk,Driehoek,EROAD,116
Statendam,Ravenswoud,EROAD,289
Steelhoven,Oud-Kamerik,EROAD,61
Steenbergen,Oud-Avereest,EROAD,253
Steenoven,Neerbroek,EROAD,96
Steenpaal,Raalte,EROAD,285
Steensel,Koekange,EROAD,360
Stegen,Haart,EROAD,302
Stenenheul,Westzaner-Overtoom,EROAD,393
Sterksel,Losser,EROAD,93
Stevensbeek,Beltrum,EROAD,266
Stevert,Poederoijen,EROAD,101
Stipdonk,Dijkum,EROAD,330
Stiphout,Zieuwent,EROAD,80
Stokkelen,Baamsum,EROAD,332
Stokske,Camperduin,EROAD,232
Stoof,Hooge Wijst,EROAD,154
Straten,Ginderdoor,EROAD,399
Strepen,Lochtenburg,EROAD,179
Strijbeek,Wogmeer,EROAD,205
Strijp,Borgharen,EROAD,83
Strikberg,Trimpert,EROAD,69
Strooiendorp,Veneind,EROAD,247
Stuivezand,Helsdingen,EROAD,133
Stuivezand,Born,EROAD,258
't Coll,Gebroek,EROAD,214
Teeffelen,Eexterveenschekanaal,EROAD,205
Ten Vorsel,Kapel-Avezaath,EROAD,115
Ter Aalst,Kolham,EROAD,299
Tereyken,Sluis Dertien,EROAD,113
Terheijden,Onland,EROAD,231
Terover,Lauwersoog,EROAD,378
Tervoort,Vogelswerf,EROAD,284
Teteringen,Ginderover,EROAD,110
't Haantje,Enter,EROAD,224
Theetuin,Westendorp,EROAD,104
't Herselt,Harmelerwaard,EROAD,188
't Hoekske,Dijk,EROAD,277
't Hof,Niawier,EROAD,165
Tielse Hoeve,Loonse Hoek,EROAD,210
Tiggelt,Rijpelberg,EROAD,126
Tiggeltscheberg,Leveroij,EROAD,70
Tilburg,Vlodrop-Station,EROAD,353
Timmereind,Ven,EROAD,255
't Marktje,Vollenhove,EROAD,385
Tommel,Lijnden,EROAD,358
Tongeren,Grootegast,EROAD,229
Tonnekreek,Camerig,EROAD,308
Toom,Hei- en Boeicop,EROAD,148
Toterfout,Magele,EROAD,274
Toven,Katwijk aan Zee,EROAD,135
Tregelaar,Altena,EROAD,121
Trent,Berkel,EROAD,263
Trimpert,Lovendaal,EROAD,135
Tuuthees,Gendt,EROAD,122
't Winkel,Swichum,EROAD,161
't Zand,Hoornerveen,EROAD,400
't Zand,De Heen,EROAD,218
Uden,Volthe,EROAD,171
Udenhout,Waddinxveen,EROAD,233
Uitwijk,Spijkert,EROAD,56
Ulicoten,Sonnega,EROAD,251
Ullingen,Schuilenburg,EROAD,54
Ulvenhout,Schoterzijl,EROAD,312
Uppel,Kooisloot,EROAD,153
Urkhoven,Heikant,EROAD,38
Vaareind,Weleveld,EROAD,314
Vaarle,Berkeindje,EROAD,228
Vaarsche Hoef,Staphorst,EROAD,159
Vaart,Hapert,EROAD,384
Valkenhorst,Moriaanshoofd,EROAD,203
Valkenswaard,Veenwoudsterwal,EROAD,108
Veen,Lellens,EROAD,178
Veghel,Tweede Exloërmond,EROAD,223
Veldbraak,Silvolde,EROAD,256
Veldhoven,Angerlo,EROAD,275
Velmolen,Kerkdorp,EROAD,277
Velp,Liesveld,EROAD,108
Ven,Oud-Valkenburg,EROAD,395
Ven,Billinghuizen,EROAD,305
Ven,Leeuwen,EROAD,273
Venbergen,Zunderdorp,EROAD,213
Veneind,Beilen,EROAD,178
Venhorst,Sterksel,EROAD,384
Venweg,Moerbeek,EROAD,302
Verhoven,Broekhuizen,EROAD,333
Verlorenhoek,Hardenberg,EROAD,144
Verloren Hoek,Alverna,EROAD,78
Vernhout,Veldhoek,EROAD,26
Verreheide,Ede,EROAD,42
Vessem,Driesum ,EROAD,73
Vetterik,Wervershoof,EROAD,243
Vianen,Bovenstreek,EROAD,119
Vierbannen,Rome,EROAD,186
Vierlingsbeek,Druten,EROAD,396
Vijcie,Giessenburg,EROAD,62
Vijfhoek,Kievitsnest,EROAD,364
Vijfhuizen,Heikant,EROAD,59
Vijfhuizen,Haelen,EROAD,306
Vinkel,Wissenkerke,EROAD,111
Vinkenberg,De Roemer,EROAD,342
Vinkenbroek,'t Haantje,EROAD,344
Visberg,Goes,EROAD,39
Visdonk,Biestraat,EROAD,352
Vlagberg,Biest-Houtakker,EROAD,57
Vlas,Malden,EROAD,376
Vleet,Vosseburen,EROAD,39
Vlierden,Giessen,EROAD,151
Vlijmen,War (Franeker),EROAD,43
Vloeieind,Hoonhorst,EROAD,376
Vloeieind,Roosberg,EROAD,119
Vloet,Roekel,EROAD,46
Voederheil,Uitermeer,EROAD,50
Volkel,Epe,EROAD,22
Voordeldonk,Tussenklappen,EROAD,299
Voordijk,Wollingboermarke,EROAD,252
Vooreind,Voorste Brug,EROAD,349
Voorste Beersdonk,Voort,EROAD,47
Voorste Brug,Wieringerwerf-Zuid,EROAD,308
Voorste Diesdonk,Nieuwland,EROAD,120
Voorste Heikant,Kortehemmen,EROAD,208
Voort,Noordsebuurt,EROAD,225
Voort,Achthuizen,EROAD,52
Voorteind,Baarsdorp,EROAD,197
Voortje,Achterste Erm,EROAD,345
Vorstenbosch,Balleman,EROAD,75
Vortum-Mullem,Kromwijk,EROAD,251
Voske,Buitenhuizen,EROAD,21
Vosselen,Randwijk,EROAD,48
Vossenberg,Veele,EROAD,41
Vossenberg,Strooiendorp,EROAD,183
Vrachelen,Vogelenzang,EROAD,51
Vreewijk,Aasterberg,EROAD,241
Vrilkhoven,Kollumerpomp,EROAD,147
Vroenhout,Doorn,EROAD,215
Vuchtschoot,Oeijenbraak,EROAD,164
Vught,Genderen,EROAD,106
Waalre,Hoogeind,EROAD,253
Waalwijk,Lage Weg,EROAD,30
Waardhuizen,Rijswijk,EROAD,121
Wagenberg,Lathum,EROAD,346
Walik,Heikant,EROAD,106
Walsert,Laagstraat,EROAD,327
Wamberg,Kranenbroek,EROAD,97
Wanroij,Spakenburg,EROAD,39
Waspik,Westhoek,EROAD,201
Waterkant,Douvergenhout,EROAD,176
Waterstraat,De Rotting,EROAD,247
Weebosch,Heide,EROAD,313
Weeg,Ravenswaaij,EROAD,307
Weilenseind,Peizerweg,EROAD,382
Weimeren,Vogelwaarde,EROAD,22
Welberg,Tommel,EROAD,40
Werkendam,Abbenes,EROAD,51
Wernhout,Veelerveen,EROAD,40
Wernhoutsbrug,Wouwse Plantage,EROAD,238
Werveld,Kelmond,EROAD,191
Westelbeers,Kooldert,EROAD,382
Westerbeek,Elst,EROAD,293
Westerhoven,Leimuiderbrug,EROAD,159
Westerwijk,Stitswerd,EROAD,395
Westrik,Holtien,EROAD,136
Wielsche Hoeven,Gasselternijveenschemond Tweede Dwarsdiep,EROAD,238
Wijbosch,De Hel,EROAD,189
Wijk en Aalburg,Papenveer,EROAD,32
Wilbertoord,Kilder,EROAD,356
Wildert,Kijkuit,EROAD,387
Willemstad,Pingjum,EROAD,95
Willibrordushoek,Heegh,EROAD,150
Winkel,Mallem,EROAD,27
Winkel,America,EROAD,136
Winkelstraat,'s Gravenmoer,EROAD,148
Wintelre,Wijzend,EROAD,172
Witrijt,Verloren Hoek,EROAD,164
Witte Dellen,Vijfhuizen,EROAD,238
Woensdrecht,Sint Nicolaasga,EROAD,153
Wolfsbosch,Geefsweer,EROAD,29
Wolfshoek,Hollebalg,EROAD,289
Wolfswinkel,Hogeveen,EROAD,345
Woud,Beerta,EROAD,237
Woudrichem,Westdorp,EROAD,361
Wouw,Nieuwe Wetering,EROAD,226
Wouwse Hil,Julianadorp,EROAD,81
Wouwse Plantage,Zevenhuizen,EROAD,56
Zaarvlaas,Lutjebroek,EROAD,244
Zand,Prickart,EROAD,31
Zandeind,Poeldijk,EROAD,286
Zandfort,Onderdijk,EROAD,342
Zandhoek,Libeek,EROAD,187
Zandkant,Batenburg,EROAD,266
Zandkant,De Stuw,EROAD,76
Zandoerle,Exmorra,EROAD,53
Zandwijk,Standdaarbuiten,EROAD,315
Zeeland,Loerbeek,EROAD,146
Zeelberg,Broekerhaven,EROAD,46
Zeelst,Nattenhoven,EROAD,181
Zegge,Eckelrade,EROAD,170
Zelt,Elsloo,EROAD,389
Zevenbergen,Tijnje,EROAD,389
Zevenbergen,Lage Mierde,EROAD,347
Zevenbergschen Hoek,Ruigezand,EROAD,222
Zevenhuis,Aperloo,EROAD,20
Zevenhuizen,Poederoijenschehoek,EROAD,139
Zevenhuizen,Nijland,EROAD,222
Zevenhutten,Brumhold,EROAD,334
Zijp,Kampen,EROAD,383
Zijtaart,Oomsberg,EROAD,234
Zittard,Heythuysen,EROAD,37
Zoggel,Petten,EROAD,376
Zomerven,Koehool,EROAD,143
Zondveld,Odiliapeel,EROAD,390
Zoomvliet,Zeelst,EROAD,83
Zuid-Carolina,Kuikhorne,EROAD,119
Zuidgeest,Oude Stoof,EROAD,219
Zundert,Heusden,EROAD,333
Zwartenberg,Katlijk,EROAD,274
Zwijnsbergen,Kampershoek,EROAD,205
Zwingelspaan,Sloten,EROAD,330
Aagtdorp,Dodewaard,EROAD,377
Aalsmeer,Heeg,EROAD,55
Aalsmeerderbrug,Kleine-Lindt,EROAD,304
Aartswoud,Kastert,EROAD,275
Abbekerk,Heide,EROAD,74
Abbenes,Lieveld,EROAD,110
Abbestede,Nierhoven,EROAD,227
Aerdenhout,Kreijl,EROAD,159
Akersloot,Asbroek,EROAD,280
Alkmaar,Modderland,EROAD,48
Amstelveen,Brunsting,EROAD,112
Amsterdam,Everse,EROAD,82
Andijk,Zuid-Eierland,EROAD,266
Ankeveen,Leuvenheim,EROAD,284
Ankeveense Rade,Waterstraat,EROAD,21
Anna Paulowna,Diemen,EROAD,141
Assendelft,Lippenhuizen,EROAD,360
Assum,Hattelaar,EROAD,309
Avenhorn,Borgercompagnie,EROAD,73
Axwijk,Kostvlies,EROAD,134
Baarsdorpermeer,Belfeld,EROAD,44
Badhoevedorp,Meeren,EROAD,99
Bakkum,Lemmer,EROAD,377
Bangert,Zevenbuurt,EROAD,398
Bargen,Leersum,EROAD,352
Barsingerhorn,Maaskantje,EROAD,49
Beets,Blokland,EROAD,182
Belt,Rijssen,EROAD,240
Bennebroek,Vlengendaal,EROAD,302
Benningbroek,'t Klooster,EROAD,35
Bentveld,Drouwenerveen,EROAD,197
Bergen,Oosterklief,EROAD,42
Bergen aan Zee,Brijdorpe,EROAD,249
Berkhout,Beneden-Leeuwen,EROAD,69
Berkmeer,Oudenhoorn,EROAD,192
Beverwijk,Enzelens,EROAD,163
Bijvanck,Moespot,EROAD,322
Bikbergen,Scharn,EROAD,224
Binnenwijzend,Den Hoef,EROAD,69
Blaricum,Drachten,EROAD,378
Blauwe Keet,Jubbega-Schurega,EROAD,351
Bloemendaal,Haanwijk,EROAD,26
Blokdijk,Kekerdom,EROAD,201
Blokhuizen,Hurkske,EROAD,300
Blokker,De Dennenhoek,EROAD,188
Bobeldijk,Loenen aan de Vecht,EROAD,55
Boekel,Ommerschans,EROAD,109
Boerdijk,Nolde,EROAD,284
Boesingheliede,Melderslo,EROAD,154
Bollendorp,Oudeland,EROAD,24
Bovenkarspel,Hefswal,EROAD,317
Bovenkerk,Weebosch,EROAD,276
Breezand,Kornwerderzand,EROAD,81
Bregtdorp,Ten Boer,EROAD,264
Broekerhaven,Yersekendam,EROAD,190
Broekhorn,Eversdijk,EROAD,90
Broek in Waterland,Biert,EROAD,106
Broekoord,Elkerzee,EROAD,183
Broek op Langedijk,Sluis,EROAD,36
Buiksloot,Broek,EROAD,205
Buitenhuizen,Goënga,EROAD,170
Buitenkaag,Langbroek,EROAD,204
Burgerbrug,Molecaten,EROAD,318
Burgerveen,Couwelaar,EROAD,384
Burgervlotbrug,Dieren,EROAD,204
Busch en Dam,Steenwijksmoer,EROAD,192
Bussum,Laagheide,EROAD,169
Butterhuizen,Huizerhoogt,EROAD,199
't Buurtje,Oostendorp,EROAD,197
Callantsoog,Vierlingsbeek,EROAD,198
Calslagen,Blauwverlaat,EROAD,293
Camperduin,Bargen,EROAD,56
Castricum,Nijverdal,EROAD,297
Castricum aan Zee,Hamshorn,EROAD,359
Catrijp,Miste,EROAD,379
Commandeurs,Herxen,EROAD,210
Craailo,Zandwerven,EROAD,224
Cruquius,Patrijzenhoek,EROAD,298
Dam,Kreverhille,EROAD,186
De Banken,Taarlo,EROAD,115
De Buurt,Kloosterveen,EROAD,102
